audio_path,duration_in_sec,duration_in_min,title,sr,vocal_path
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Post Malone - Motley Crew (Official Video).wav,183,3:03,Post Malone - Motley Crew (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Post_Malone_Motley_Crew_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/GloRilla - Lick Or Sum (Official Music Video).wav,142,2:22,GloRilla - Lick Or Sum (Official Music Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/GloRilla_Lick_Or_Sum_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Renni Rucci ＂Freestyle＂ (Lil Baby Remix) (WSHH Exclusive - Official Music Video).wav,167,2:47,"Renni Rucci ""Freestyle"" (Lil Baby Remix) (WSHH Exclusive - Official Music Video)",48000,/scratch/fc2355/separated_rap/htdemucs_ft/Renni_Rucci_Freestyle_Lil_Baby_Remix_WSHH_Exclusive_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/City Girls - Act Up.wav,204,3:24,City Girls - Act Up,48000,/scratch/fc2355/separated_rap/htdemucs_ft/City_Girls_Act_Up/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/UGK ft. Outkast - Int'l Players Anthem (I Choose You) (Official Audio).wav,263,4:23,UGK ft. Outkast - Int'l Players Anthem (I Choose You) (Official Audio),48000,/scratch/fc2355/separated_rap/htdemucs_ft/UGK_ft_Outkast_Intl_Players_Anthem_I_Choose_You_Official_Audio/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Kendrick Lamar - Count Me Out.wav,207,3:27,Kendrick Lamar - Count Me Out,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Kendrick_Lamar_Count_Me_Out/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Foxy Brown - I'll Be ft. JAY-Z.wav,181,3:01,Foxy Brown - I'll Be ft. JAY-Z,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Foxy_Brown_Ill_Be_ft_JAYZ/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Doja Cat - Rules (Official Video).wav,213,3:33,Doja Cat - Rules (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Doja_Cat_Rules_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/M.I.A. - Paper Planes.wav,204,3:24,M.I.A. - Paper Planes,48000,/scratch/fc2355/separated_rap/htdemucs_ft/MIA_Paper_Planes/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Saweetie - Closer (feat. H.E.R.) [Official Music Video].wav,219,3:39,Saweetie - Closer (feat. H.E.R.) [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Saweetie_Closer_feat_HER_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Nicki Minaj - Good Form ft. Lil Wayne.wav,238,3:58,Nicki Minaj - Good Form ft. Lil Wayne,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Nicki_Minaj_Good_Form_ft_Lil_Wayne/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Little Simz - Introvert (Official Video).wav,361,6:01,Little Simz - Introvert (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Little_Simz_Introvert_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Mac Miller - Congratulations (feat. Bilal).wav,257,4:17,Mac Miller - Congratulations (feat. Bilal),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Mac_Miller_Congratulations_feat_Bilal/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/DJ Khaled ft. Drake - POPSTAR (Official Music Video - Starring Justin Bieber).wav,486,8:06,DJ Khaled ft. Drake - POPSTAR (Official Music Video - Starring Justin Bieber),48000,/scratch/fc2355/separated_rap/htdemucs_ft/DJ_Khaled_ft_Drake_POPSTAR_Official_Music_Video_Starring_Justin_Bieber/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Jack Harlow - Lovin On Me [Official Music Video].wav,139,2:19,Jack Harlow - Lovin On Me [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Jack_Harlow_Lovin_On_Me_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/The Message.wav,234,3:54,The Message,48000,/scratch/fc2355/separated_rap/htdemucs_ft/The_Message/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Flawless Real Talk Gets Emotional Performing On My Way ｜ Rhythm + Flow ｜ Netflix.wav,167,2:47,Flawless Real Talk Gets Emotional Performing On My Way | Rhythm + Flow | Netflix,48000,/scratch/fc2355/separated_rap/htdemucs_ft/Flawless_Real_Talk_Gets_Emotional_Performing_On_My_Way_Rhythm_Flow_Netflix/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/California Love (Original Version).wav,285,4:45,California Love (Original Version),48000,/scratch/fc2355/separated_rap/htdemucs_ft/California_Love_Original_Version/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/T.I. - Rubber Band Man (Official Video).wav,240,4:00,T.I. - Rubber Band Man (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/TI_Rubber_Band_Man_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Da Brat - Funkdafied (Official Video).wav,199,3:19,Da Brat - Funkdafied (Official Video),48000,/scratch/fc2355/separated_rap/htdemucs_ft/Da_Brat_Funkdafied_Official_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Ice-T - I'm Your Pusher (Official Video) [Explicit].wav,316,5:16,Ice-T - I'm Your Pusher (Official Video) [Explicit],48000,/scratch/fc2355/separated_rap/htdemucs_ft/IceT_Im_Your_Pusher_Official_Video_Explicit/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Rico Nasty - Smack A Bitch (Prod By Kenny Beats) [Official Music Video].wav,141,2:21,Rico Nasty - Smack A Bitch (Prod By Kenny Beats) [Official Music Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Rico_Nasty_Smack_A_Bitch_Prod_By_Kenny_Beats_Official_Music_Video/vocals.wav
/scratch/fc2355/RawDataOfRapAndSpeech/RapRawData/Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video].wav,187,3:07,Latto - Put It On Da Floor Again (feat. Cardi B) [Official Video],48000,/scratch/fc2355/separated_rap/htdemucs_ft/Latto_Put_It_On_Da_Floor_Again_feat_Cardi_B_Official_Video/vocals.wav
